machine_speed,stock_flow,filler_flow,steam_pressure,moisture,ash,caliper,predicted_basis_weight,predicted_deviation_pct,off_spec,change_penalty
802.396,68.045,16.943,4.6,5.949,7.588,92.544,91.46794,8.532058715820312,1,5.000000000000002
802.396,68.045,16.943,4.7,5.949,7.588,92.544,91.084785,8.915214538574219,1,3.9999999999999964
802.396,68.045,16.943,4.8,5.949,7.588,92.544,90.90211,9.097892761230469,1,3.0
802.396,68.045,16.943,4.9,5.949,7.588,92.544,91.09281,8.907188415527344,1,4.000000000000005
802.396,68.045,16.943,5.0,5.949,7.588,92.544,91.08048,8.919517517089844,1,5.000000000000002
802.396,68.045,16.943,5.1,5.949,7.588,92.544,91.22915,8.770851135253906,1,5.999999999999998
802.396,70.045,16.943,4.5,5.949,7.588,92.544,91.06187,8.938133239746094,1,6.999999999999998
802.396,70.045,16.943,4.6,5.949,7.588,92.544,91.04356,8.956443786621094,1,6.000000000000002
802.396,70.045,16.943,4.7,5.949,7.588,92.544,90.73189,9.268112182617188,1,4.9999999999999964
802.396,70.045,16.943,4.8,5.949,7.588,92.544,90.56746,9.432540893554688,1,4.0
802.396,70.045,16.943,4.9,5.949,7.588,92.544,90.75816,9.241836547851562,1,5.000000000000005
802.396,70.045,16.943,5.0,5.949,7.588,92.544,90.715775,9.284225463867188,1,6.000000000000002
802.396,70.045,16.943,5.1,5.949,7.588,92.544,90.86681,9.133186340332031,1,6.999999999999998
802.396,72.045,16.943,4.5,5.949,7.588,92.544,91.034035,8.965965270996094,1,7.999999999999998
802.396,72.045,16.943,4.6,5.949,7.588,92.544,91.015724,8.984275817871094,1,7.000000000000002
802.396,72.045,16.943,4.7,5.949,7.588,92.544,90.73368,9.266319274902344,1,5.9999999999999964
802.396,72.045,16.943,4.8,5.949,7.588,92.544,90.58097,9.419029235839844,1,5.0
802.396,72.045,16.943,4.9,5.949,7.588,92.544,90.771675,9.228324890136719,1,6.000000000000005
